date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rating,away_rating,long,lat
2012-10-12,Antigua and Barbuda,United States,1.0,2.0,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False,1284,1752,47.5614705,-52.7126162
2012-10-12,Argentina,Uruguay,3.0,0.0,FIFA World Cup qualification,Mendoza,Argentina,False,1928,1987,-34.787093049999996,-68.43818677312292
2012-10-12,Belarus,Spain,0.0,4.0,FIFA World Cup qualification,Minsk,Belarus,False,1585,2126,53.9024716,27.5618225
2012-10-12,Bulgaria,Denmark,1.0,1.0,FIFA World Cup qualification,Sofia,Bulgaria,False,1640,1805,-15.2538402,48.2562163
2012-10-12,Canada,Cuba,3.0,0.0,FIFA World Cup qualification,Toronto,Canada,False,1576,1384,43.6534817,-79.3839347
2012-10-12,Ecuador,Chile,3.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1784,1899,-0.2201641,-78.5123274
2012-10-12,El Salvador,Costa Rica,0.0,1.0,FIFA World Cup qualification,San Salvador,El Salvador,False,1577,1665,13.6989939,-89.1914249
2012-10-12,England,San Marino,5.0,0.0,FIFA World Cup qualification,London,England,False,1953,894,51.5073219,-0.1276474
2012-10-12,Guyana,Mexico,0.0,5.0,FIFA World Cup qualification,Houston,United States,True,1364,1867,29.7589382,-95.3676974
2012-10-12,Ireland,Germany,1.0,6.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1805,2043,53.3498006,-6.2602964
2012-10-12,Macedonia,Croatia,1.0,2.0,FIFA World Cup qualification,Skopje,North Macedonia,False,1495,1873,41.9960924,21.4316495
2012-10-12,Netherlands,Andorra,3.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,2060,1006,51.9244424,4.47775
2012-10-12,Russia,Portugal,1.0,0.0,FIFA World Cup qualification,Moscow,Russia,False,1850,1888,55.7504461,37.6174943
2012-10-12,Serbia,Belgium,0.0,3.0,FIFA World Cup qualification,Belgrade,Serbia,False,1716,1684,44.8178131,20.4568974
2012-10-12,Switzerland,Norway,1.0,1.0,FIFA World Cup qualification,Berne,Switzerland,False,1763,1760,46.9482713,7.4514512
2012-10-12,Wales,Scotland,2.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,1629,1693,51.4816546,-3.1791934
2012-10-16,Belgium,Scotland,2.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,1684,1693,50.8465573,4.351697
2012-10-16,Bolivia,Uruguay,4.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,False,1539,1987,-16.4955455,-68.1336229
2012-10-16,Chile,Argentina,1.0,2.0,FIFA World Cup qualification,Santiago,Chile,False,1899,1928,9.8694792,-83.7980749
2012-10-16,Costa Rica,Guyana,7.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1665,1364,9.9325427,-84.0795782
2012-10-16,Croatia,Wales,2.0,0.0,FIFA World Cup qualification,Osijek,Croatia,False,1873,1629,45.5548793,18.6953685
2012-10-16,Germany,Sweden,4.0,4.0,FIFA World Cup qualification,Berlin,Germany,False,2043,1887,52.5170365,13.3888599
2012-10-16,Honduras,Canada,8.0,1.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,1637,1576,15.5062156,-88.0248937
2012-10-16,Iceland,Switzerland,0.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,False,1434,1763,64.145981,-21.9422367
2012-10-16,Iran,South Korea,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1711,1777,35.6892523,51.3896004
2012-10-16,Iraq,Australia,1.0,2.0,FIFA World Cup qualification,Doha,Qatar,True,1587,1825,25.2856329,51.5264162
2012-10-16,Italy,Denmark,3.0,1.0,FIFA World Cup qualification,Milan,Italy,False,1851,1805,45.4641943,9.1896346
2012-10-16,Macedonia,Serbia,1.0,0.0,FIFA World Cup qualification,Skopje,North Macedonia,False,1495,1716,41.9960924,21.4316495
2012-10-16,Mexico,El Salvador,2.0,0.0,FIFA World Cup qualification,Torreón,Mexico,False,1867,1577,25.542698,-103.410512
2012-10-16,Portugal,Northern Ireland,1.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,1888,1451,41.1494512,-8.6107884
2012-10-16,Qatar,Uzbekistan,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,1497,1627,25.2856329,51.5264162
2012-10-16,Romania,Netherlands,1.0,4.0,FIFA World Cup qualification,Bucharest,Romania,False,1730,2060,44.4361414,26.1027202
2012-10-16,Spain,France,1.0,1.0,FIFA World Cup qualification,Madrid,Spain,False,2126,1864,40.4167047,-3.7035825
2012-10-16,United States,Guatemala,3.0,1.0,FIFA World Cup qualification,Kansas City,United States,False,1752,1526,39.100105,-94.5781416
2012-10-16,Venezuela,Ecuador,0.0,0.0,FIFA World Cup qualification,Puerto la Cruz,Venezuela,False,1700,1784,10.2028617,-64.6307626
2012-10-17,Poland,England,1.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False,1722,1953,52.2337172,21.071432235636493
2012-11-14,Iran,Uzbekistan,0.0,1.0,FIFA World Cup qualification,Tehran,Iran,False,1711,1627,35.6892523,51.3896004
2012-11-14,Oman,Japan,1.0,2.0,FIFA World Cup qualification,Muscat,Oman,False,1548,1772,23.61515,58.5912467
2012-11-14,Qatar,Lebanon,1.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,1497,1314,25.2856329,51.5264162
2012-11-21,Argentina,Brazil,2.0,1.0,Superclásico de las Américas,Buenos Aires,Argentina,False,1928,2081,-34.6075682,-58.4370894
2012-12-03,Hong Kong,Australia,0.0,1.0,EAFF Championship,Kowloon,Hong Kong,False,1210,1825,22.3116452,114.1767885
2012-12-05,North Korea,Australia,1.0,1.0,EAFF Championship,So Kon Po,Hong Kong,True,1540,1825,22.2748177,114.1883184
2012-12-07,Guam,Australia,0.0,9.0,EAFF Championship,So Kon Po,Hong Kong,True,613,1825,22.2748177,114.1883184
2012-12-09,Australia,Taiwan,8.0,0.0,EAFF Championship,So Kon Po,Hong Kong,True,950,0,22.2748177,114.1883184
2012-12-09,Iran,Saudi Arabia,0.0,0.0,WAFF Championship,Kuwait City,Kuwait,True,1711,1550,29.3796532,47.9734174
2012-12-12,Iran,Bahrain,0.0,0.0,WAFF Championship,Kuwait City,Kuwait,True,1711,1577,29.3796532,47.9734174
2012-12-12,Yemen,Saudi Arabia,0.0,1.0,WAFF Championship,Al Farwaniyah,Kuwait,True,1308,1550,29.24758225,47.911913830390105
2012-12-15,Bahrain,Saudi Arabia,1.0,0.0,WAFF Championship,Al Farwaniyah,Kuwait,True,1577,1550,29.24758225,47.911913830390105
2012-12-15,Iran,Yemen,2.0,1.0,WAFF Championship,Kuwait City,Kuwait,True,1711,1308,29.3796532,47.9734174
2013-01-05,Qatar,United Arab Emirates,1.0,3.0,Gulf Cup,Riffa,Bahrain,True,1481,1611,26.1315261,50.5503431
2013-01-06,Saudi Arabia,Iraq,0.0,2.0,Gulf Cup,Isa Town,Bahrain,True,1514,1577,26.1741995,50.5473432
2013-01-08,Qatar,Oman,2.0,1.0,Gulf Cup,Riffa,Bahrain,True,1481,1547,26.1315261,50.5503431
2013-01-09,Yemen,Saudi Arabia,0.0,2.0,Gulf Cup,Isa Town,Bahrain,True,1201,1514,26.1741995,50.5473432
2013-01-11,Bahrain,Qatar,1.0,0.0,Gulf Cup,Riffa,Bahrain,False,1462,1481,26.1315261,50.5503431
2013-01-12,Kuwait,Saudi Arabia,1.0,0.0,Gulf Cup,Riffa,Bahrain,True,1553,1514,26.1315261,50.5503431
2013-01-18,Costa Rica,Belize,1.0,0.0,UNCAF Cup,San José,Costa Rica,False,1700,1166,9.9325427,-84.0795782
2013-01-19,Angola,Morocco,0.0,0.0,African Cup of Nations,Johannesburg,South Africa,True,1467,1511,-26.205,28.049722
2013-01-20,Costa Rica,Nicaragua,2.0,0.0,UNCAF Cup,San José,Costa Rica,False,1700,1118,9.9325427,-84.0795782
2013-01-20,Ghana,Dem. Rep. of Congo,2.0,2.0,African Cup of Nations,Port Elizabeth,South Africa,True,1674,1455,-33.9617051,25.6207519
2013-01-22,Costa Rica,Guatemala,1.0,1.0,UNCAF Cup,San José,Costa Rica,False,1700,1496,9.9325427,-84.0795782
2013-01-22,Tunisia,Algeria,1.0,0.0,African Cup of Nations,Rustenburg,South Africa,True,1588,1527,-25.665655,27.241448
2013-01-23,Morocco,Cape Verde,1.0,1.0,African Cup of Nations,Durban,South Africa,True,1511,1443,-29.861825,31.009909
2013-01-24,Ghana,Mali,1.0,0.0,African Cup of Nations,Port Elizabeth,South Africa,True,1674,1622,-33.9617051,25.6207519
2013-01-25,Costa Rica,El Salvador,1.0,0.0,UNCAF Cup,San José,Costa Rica,False,1700,1535,9.9325427,-84.0795782
2013-01-26,Ivory Coast,Tunisia,3.0,0.0,African Cup of Nations,Rustenburg,South Africa,True,1811,1588,-25.665655,27.241448
2013-01-27,Costa Rica,Honduras,1.0,0.0,UNCAF Cup,San José,Costa Rica,False,1700,1667,9.9325427,-84.0795782
2013-01-27,South Africa,Morocco,2.0,2.0,African Cup of Nations,Durban,South Africa,False,1559,1511,-29.861825,31.009909
2013-01-28,Niger,Ghana,0.0,3.0,African Cup of Nations,Port Elizabeth,South Africa,True,1308,1674,-33.9617051,25.6207519
2013-01-30,Togo,Tunisia,1.0,1.0,African Cup of Nations,Nelspruit,South Africa,True,1436,1588,-25.481944,30.984722
2013-02-02,Ghana,Cape Verde,2.0,0.0,African Cup of Nations,Port Elizabeth,South Africa,True,1674,1443,-33.9617051,25.6207519
2013-02-06,Burkina Faso,Ghana,1.0,1.0,African Cup of Nations,Nelspruit,South Africa,True,1534,1674,-25.481944,30.984722
2013-02-06,Honduras,United States,2.0,1.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,1667,1750,15.5062156,-88.0248937
2013-02-06,Iran,Lebanon,5.0,0.0,AFC Asian Cup qualification,Tehran,Iran,False,1645,1343,35.6892523,51.3896004
2013-02-06,Mexico,Jamaica,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1872,1563,19.4326296,-99.1331785
2013-02-06,Panama,Costa Rica,2.0,2.0,FIFA World Cup qualification,Panama City,Panama,False,1701,1700,30.1600827,-85.6545729
2013-02-06,Qatar,Malaysia,2.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False,1481,1178,25.2856329,51.5264162
2013-02-06,Saudi Arabia,China,2.0,1.0,AFC Asian Cup qualification,Dammam,Saudi Arabia,False,1514,1609,26.4367824,50.1039991
2013-02-09,Mali,Ghana,3.0,1.0,African Cup of Nations,Port Elizabeth,South Africa,True,1622,1674,-33.9617051,25.6207519
2013-03-22,Argentina,Venezuela,3.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2016,1733,-34.6075682,-58.4370894
2013-03-22,Bahrain,Qatar,1.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False,1462,1481,26.1315261,50.5503431
2013-03-22,Croatia,Serbia,2.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,1912,1702,45.84264135,15.962231476593626
2013-03-22,Czech Republic,Denmark,0.0,3.0,FIFA World Cup qualification,Olomouc,Czech Republic,False,1766,1788,49.5940567,17.251143
2013-03-22,France,Georgia,3.0,1.0,FIFA World Cup qualification,Saint-Denis,France,False,1873,1521,48.935773,2.3580232
2013-03-22,Honduras,Mexico,2.0,2.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,1667,1872,15.5062156,-88.0248937
2013-03-22,Israel,Portugal,3.0,3.0,FIFA World Cup qualification,Ramat-Gan,Israel,False,1656,1886,32.0686867,34.8246812
2013-03-22,Kazakhstan,Germany,0.0,3.0,FIFA World Cup qualification,Astana,Kazakhstan,False,1354,2071,51.1282205,71.4306682
2013-03-22,Macedonia,Belgium,0.0,2.0,FIFA World Cup qualification,Skopje,North Macedonia,False,1530,1829,41.9960924,21.4316495
2013-03-22,Netherlands,Estonia,3.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,2004,1492,52.3727598,4.8936041
2013-03-22,Poland,Ukraine,1.0,3.0,FIFA World Cup qualification,Warsaw,Poland,False,1660,1768,52.2337172,21.071432235636493
2013-03-22,San Marino,England,0.0,8.0,FIFA World Cup qualification,Serravalle,San Marino,False,882,1946,43.9699026,12.4802946
2013-03-22,Scotland,Wales,1.0,2.0,FIFA World Cup qualification,Glasgow,Scotland,False,1613,1607,55.8609825,-4.2488787
2013-03-22,Spain,Finland,1.0,1.0,FIFA World Cup qualification,Gijón,Spain,False,2148,1649,43.5449422,-5.66275
2013-03-22,Uruguay,Paraguay,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1814,1721,-34.9058916,-56.1913095
2013-03-22,United States,Costa Rica,1.0,0.0,FIFA World Cup qualification,Commerce City,United States,False,1750,1700,39.8083196,-104.9338675
2013-03-23,Cameroon,Togo,2.0,1.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,1580,1436,3.8689867,11.5213344
2013-03-23,Cyprus,Switzerland,0.0,0.0,FIFA World Cup qualification,Nicosia,Cyprus,False,1455,1820,35.1748976,33.3638568
2013-03-23,Indonesia,Saudi Arabia,1.0,2.0,AFC Asian Cup qualification,Jakarta,Indonesia,False,1215,1514,-6.1753942,106.827183
2013-03-23,Senegal,Angola,1.0,1.0,FIFA World Cup qualification,Conakry,Guinea,True,1519,1467,9.5170602,-13.6998434
2013-03-23,Tunisia,Sierra Leone,2.0,1.0,FIFA World Cup qualification,Radès,Tunisia,False,1588,1355,36.767891,10.2724617
2013-03-24,Ghana,Sudan,4.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,False,1674,1360,6.6985605,-1.6233086
2013-03-24,Tanzania,Morocco,3.0,1.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,False,1406,1511,-6.8160837,39.2803583
2013-03-26,Australia,Oman,2.0,2.0,FIFA World Cup qualification,Sydney,Australia,False,1748,1547,-33.8698439,151.2082848
2013-03-26,Azerbaijan,Portugal,0.0,2.0,FIFA World Cup qualification,Baku,Azerbaijan,False,1407,1886,40.3755885,49.8328009
2013-03-26,Belgium,Macedonia,1.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,1829,1530,50.8465573,4.351697
2013-03-26,Bolivia,Argentina,1.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,False,1632,2016,-16.4955455,-68.1336229
2013-03-26,Chile,Uruguay,2.0,0.0,FIFA World Cup qualification,Santiago,Chile,False,1825,1814,9.8694792,-83.7980749
2013-03-26,Costa Rica,Jamaica,2.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1700,1563,9.9325427,-84.0795782
2013-03-26,Denmark,Bulgaria,1.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1788,1701,55.6867243,12.5700724
2013-03-26,Ecuador,Paraguay,4.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1874,1721,-0.2201641,-78.5123274
2013-03-26,France,Spain,0.0,1.0,FIFA World Cup qualification,Saint-Denis,France,False,1873,2148,48.935773,2.3580232
2013-03-26,Germany,Kazakhstan,4.0,1.0,FIFA World Cup qualification,Nuremberg,Germany,False,2071,1354,49.453872,11.077298
2013-03-26,Jordan,Japan,2.0,1.0,FIFA World Cup qualification,Amman,Jordan,False,1550,1772,31.9515694,35.9239625
2013-03-26,South Korea,Qatar,2.0,1.0,FIFA World Cup qualification,Seoul,South Korea,False,1753,1481,37.5666791,126.9782914
2013-03-26,Kuwait,Iran,1.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,1553,1645,29.3796532,47.9734174
2013-03-26,Mexico,United States,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1872,1750,19.4326296,-99.1331785
2013-03-26,Montenegro,England,1.0,1.0,FIFA World Cup qualification,Podgorica,Montenegro,False,1700,1946,42.4415238,19.2621081
2013-03-26,Netherlands,Romania,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,2004,1756,52.3727598,4.8936041
2013-03-26,Poland,San Marino,5.0,0.0,FIFA World Cup qualification,Warsaw,Poland,False,1660,882,52.2337172,21.071432235636493
2013-03-26,Serbia,Scotland,2.0,0.0,FIFA World Cup qualification,Novi Sad,Serbia,False,1702,1613,45.2551338,19.8451756
2013-03-26,Wales,Croatia,1.0,2.0,FIFA World Cup qualification,Swansea,Wales,False,1607,1912,51.6195955,-3.9459248
2013-05-30,Japan,Bulgaria,0.0,2.0,Kirin Challenge Cup,Toyota,Japan,False,1772,1701,35.15195,137.301478
2013-06-04,Jamaica,Mexico,0.0,1.0,FIFA World Cup qualification,Kingston,Jamaica,False,1563,1872,17.9712148,-76.7928128
2013-06-04,Japan,Australia,1.0,1.0,FIFA World Cup qualification,Saitama,Japan,False,1772,1748,35.9754168,139.4160114
2013-06-04,Lebanon,South Korea,1.0,1.0,FIFA World Cup qualification,Beirut,Lebanon,False,1343,1753,33.8959203,35.47843
2013-06-04,Qatar,Iran,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,1481,1645,25.2856329,51.5264162
2013-06-07,Argentina,Colombia,0.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2016,1886,-34.6075682,-58.4370894
2013-06-07,Belgium,Serbia,2.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False,1829,1702,50.8465573,4.351697
2013-06-07,Costa Rica,Honduras,1.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1700,1667,9.9325427,-84.0795782
2013-06-07,Croatia,Scotland,0.0,1.0,FIFA World Cup qualification,Zagreb,Croatia,False,1912,1613,45.84264135,15.962231476593626
2013-06-07,Jamaica,United States,1.0,2.0,FIFA World Cup qualification,Kingston,Jamaica,False,1563,1750,17.9712148,-76.7928128
2013-06-07,Moldova,Poland,1.0,1.0,FIFA World Cup qualification,Chișinău,Moldova,False,1381,1660,47.0245117,28.8322923
2013-06-07,Panama,Mexico,0.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,1701,1872,30.1600827,-85.6545729
2013-06-07,Peru,Ecuador,1.0,0.0,FIFA World Cup qualification,Lima,Peru,False,1756,1874,-12.0621065,-77.0365256
2013-06-07,Portugal,Russia,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1886,1894,38.7077507,-9.1365919
2013-06-07,Sudan,Ghana,1.0,3.0,FIFA World Cup qualification,Omdurman,Sudan,False,1360,1674,15.6131174,32.39585180799756
2013-06-08,Angola,Senegal,1.0,1.0,FIFA World Cup qualification,Luanda,Angola,False,1467,1519,-8.8272699,13.2439512
2013-06-08,Morocco,Tanzania,2.0,1.0,FIFA World Cup qualification,Marrakech,Morocco,False,1511,1406,31.6258257,-7.9891608
2013-06-08,Sierra Leone,Tunisia,2.0,2.0,FIFA World Cup qualification,Freetown,Sierra Leone,False,1355,1588,8.479004,-13.26795
2013-06-08,Switzerland,Cyprus,1.0,0.0,FIFA World Cup qualification,Geneva,Switzerland,False,1820,1455,46.2017559,6.1466014
2013-06-09,Togo,Cameroon,0.0,3.0,FIFA World Cup qualification,Lomé,Togo,False,1436,1580,6.130419,1.215829
2013-06-11,Australia,Jordan,4.0,0.0,FIFA World Cup qualification,Melbourne,Australia,False,1748,1550,-37.8142176,144.9631608
2013-06-11,Denmark,Armenia,0.0,4.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1788,1500,55.6867243,12.5700724
2013-06-11,Ecuador,Argentina,1.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1874,2016,-0.2201641,-78.5123274
2013-06-11,Iran,Lebanon,4.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1645,1343,35.6892523,51.3896004
2013-06-11,Iraq,Japan,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,True,1577,1772,25.2856329,51.5264162
2013-06-11,South Korea,Uzbekistan,1.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,1753,1617,37.5666791,126.9782914
2013-06-11,Mexico,Costa Rica,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1872,1700,19.4326296,-99.1331785
2013-06-11,United States,Panama,2.0,0.0,FIFA World Cup qualification,Seattle,United States,False,1750,1701,47.6038321,-122.330062
2013-06-11,Venezuela,Uruguay,0.0,1.0,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False,1733,1814,8.2750351,-62.7558263
2013-06-15,Brazil,Japan,3.0,0.0,Confederations Cup,Brasília,Brazil,False,2041,1772,-10.3333333,-53.2
2013-06-15,Morocco,Gambia,2.0,0.0,FIFA World Cup qualification,Marrakech,Morocco,False,1511,1322,31.6258257,-7.9891608
2013-06-16,Dem. Rep. of Congo,Cameroon,0.0,0.0,FIFA World Cup qualification,Kinshasa,DR Congo,False,1455,1580,-4.3217055,15.3125974
2013-06-16,Equatorial Guinea,Tunisia,1.0,1.0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False,1320,1588,3.752828,8.780061
2013-06-16,Lesotho,Ghana,0.0,2.0,FIFA World Cup qualification,Maseru,Lesotho,False,1159,1674,-29.310054,27.478222
2013-06-16,Liberia,Senegal,0.0,2.0,FIFA World Cup qualification,Paynesville,Liberia,False,1367,1519,45.3804687,-94.711892
2013-06-16,Mexico,Italy,1.0,2.0,Confederations Cup,Rio de Janeiro,Brazil,True,1872,1922,-22.9110137,-43.2093727
2013-06-16,Spain,Uruguay,2.0,1.0,Confederations Cup,Recife,Brazil,True,2148,1814,-8.0584933,-34.8848193
2013-06-18,Australia,Iraq,1.0,0.0,FIFA World Cup qualification,Sydney,Australia,False,1748,1577,-33.8698439,151.2082848
2013-06-18,Costa Rica,Panama,2.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1700,1701,9.9325427,-84.0795782
2013-06-18,South Korea,Iran,0.0,1.0,FIFA World Cup qualification,Ulsan,South Korea,False,1753,1645,35.5391697,129.3119136
2013-06-18,United States,Honduras,1.0,0.0,FIFA World Cup qualification,Sandy,United States,False,1750,1667,40.5710454,-111.8953815
2013-06-18,Uzbekistan,Qatar,5.0,1.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,1617,1481,41.3123363,69.2787079
2013-06-19,Brazil,Mexico,2.0,0.0,Confederations Cup,Fortaleza,Brazil,False,2041,1872,-3.7304512,-38.5217989
2013-06-19,Italy,Japan,4.0,3.0,Confederations Cup,Recife,Brazil,True,1922,1772,-8.0584933,-34.8848193
2013-06-20,Nigeria,Uruguay,1.0,2.0,Confederations Cup,Salvador,Brazil,True,1711,1814,13.8000382,-88.9140683
2013-06-20,Spain,Tahiti,10.0,0.0,Confederations Cup,Rio de Janeiro,Brazil,True,2148,1235,-22.9110137,-43.2093727
2013-06-22,Brazil,Italy,4.0,2.0,Confederations Cup,Salvador,Brazil,False,2041,1922,13.8000382,-88.9140683
2013-06-22,Japan,Mexico,1.0,2.0,Confederations Cup,Belo Horizonte,Brazil,True,1772,1872,-19.9227318,-43.9450948
2013-06-23,Nigeria,Spain,0.0,3.0,Confederations Cup,Fortaleza,Brazil,True,1711,2148,-3.7304512,-38.5217989
2013-06-23,Uruguay,Tahiti,8.0,0.0,Confederations Cup,Recife,Brazil,True,1814,1235,-8.0584933,-34.8848193
2013-06-26,Brazil,Uruguay,2.0,1.0,Confederations Cup,Belo Horizonte,Brazil,False,2041,1814,-19.9227318,-43.9450948
2013-06-27,Spain,Italy,0.0,0.0,Confederations Cup,Fortaleza,Brazil,True,2148,1922,-3.7304512,-38.5217989
2013-06-30,Brazil,Spain,3.0,0.0,Confederations Cup,Rio de Janeiro,Brazil,False,2041,2148,-22.9110137,-43.2093727
2013-06-30,Uruguay,Italy,2.0,2.0,Confederations Cup,Salvador,Brazil,True,1814,1922,13.8000382,-88.9140683
2013-07-07,Canada,Martinique,0.0,1.0,Gold Cup,Pasadena,United States,True,1564,1398,34.1476452,-118.1444779
2013-07-07,Mexico,Panama,1.0,2.0,Gold Cup,Pasadena,United States,True,1872,1701,34.1476452,-118.1444779
2013-07-09,Costa Rica,Cuba,3.0,0.0,Gold Cup,Portland,United States,True,1700,1433,45.5202471,-122.674194
2013-07-09,United States,Belize,6.0,1.0,Gold Cup,Portland,United States,False,1750,1166,45.5202471,-122.674194
2013-07-11,Mexico,Canada,2.0,0.0,Gold Cup,Seattle,United States,True,1872,1564,47.6038321,-122.330062
2013-07-13,Costa Rica,Belize,1.0,0.0,Gold Cup,Sandy,United States,True,1700,1166,40.5710454,-111.8953815
2013-07-13,Morocco,Tunisia,0.0,0.0,African Nations Championship,Tangier,Morocco,False,1511,1588,35.777103,-5.803792
2013-07-13,United States,Cuba,4.0,1.0,Gold Cup,Sandy,United States,False,1750,1433,40.5710454,-111.8953815
2013-07-14,Martinique,Mexico,1.0,3.0,Gold Cup,Denver,United States,True,1398,1872,39.7392364,-104.984862
2013-07-14,Panama,Canada,0.0,0.0,Gold Cup,Denver,United States,True,1701,1564,39.7392364,-104.984862
2013-07-16,United States,Costa Rica,1.0,0.0,Gold Cup,East Hartford,United States,False,1750,1700,41.7823216,-72.6120346
2013-07-20,South Korea,Australia,0.0,0.0,EAFF Championship,Seoul,South Korea,False,1753,1748,37.5666791,126.9782914
2013-07-20,Mauritania,Senegal,2.0,0.0,African Nations Championship,Nouakchott,Mauritania,False,1151,1519,18.061891799999998,-15.931148157832908
2013-07-20,Mexico,Trinidad and Tobago,1.0,0.0,Gold Cup,Atlanta,United States,True,1872,1422,33.7489924,-84.3902644
2013-07-21,Honduras,Costa Rica,1.0,0.0,Gold Cup,Baltimore,United States,True,1667,1700,39.2908816,-76.610759
2013-07-21,Japan,China,3.0,3.0,EAFF Championship,Seoul,South Korea,True,1772,1609,37.5666791,126.9782914
2013-07-21,United States,El Salvador,5.0,1.0,Gold Cup,Baltimore,United States,False,1750,1535,39.2908816,-76.610759
2013-07-24,South Korea,China,0.0,0.0,EAFF Championship,Hwaseong,South Korea,False,1753,1609,37.1994653,126.8312632
2013-07-24,Panama,Mexico,2.0,1.0,Gold Cup,Arlington,United States,True,1701,1872,32.7355816,-97.1071186
2013-07-24,United States,Honduras,3.0,1.0,Gold Cup,Arlington,United States,False,1750,1667,32.7355816,-97.1071186
2013-07-25,Japan,Australia,3.0,2.0,EAFF Championship,Hwaseong,South Korea,True,1772,1748,37.1994653,126.8312632
2013-07-28,Australia,China,3.0,4.0,EAFF Championship,Seoul,South Korea,True,1748,1609,37.5666791,126.9782914
2013-07-28,Cameroon,Gabon,1.0,0.0,African Nations Championship,Yaoundé,Cameroon,False,1580,1517,3.8689867,11.5213344
2013-07-28,South Korea,Japan,1.0,2.0,EAFF Championship,Seoul,South Korea,False,1753,1772,37.5666791,126.9782914
2013-07-28,United States,Panama,1.0,0.0,Gold Cup,Chicago,United States,False,1750,1701,41.8755616,-87.6244212
2013-08-09,Gabon,Cameroon,1.0,0.0,African Nations Championship,Libreville,Gabon,False,1517,1580,0.390002,9.454001
2013-08-26,Cameroon,Dem. Rep. of Congo,0.0,1.0,African Nations Championship,Garoua,Cameroon,False,1580,1455,9.3070698,13.3934527
2013-08-30,Dem. Rep. of Congo,Cameroon,1.0,1.0,African Nations Championship,Lubumbashi,DR Congo,False,1455,1580,-11.6642316,27.4826264
2013-09-05,Saudi Arabia,New Zealand,0.0,1.0,OSN Cup,Riyadh,Saudi Arabia,False,1514,1590,24.638916,46.7160104
2013-09-06,Colombia,Ecuador,1.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,1886,1874,10.9810761,-74.7988827
2013-09-06,Costa Rica,United States,3.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1700,1750,9.9325427,-84.0795782
2013-09-06,England,Moldova,4.0,0.0,FIFA World Cup qualification,London,England,False,1946,1381,51.5073219,-0.1276474
2013-09-06,Estonia,Netherlands,2.0,2.0,FIFA World Cup qualification,Tallinn,Estonia,False,1492,2004,59.4372155,24.7453688
